Id,SalePrice
1461,123767.0
1462,160558.0
1463,184122.0
1464,193708.0
1465,190481.0
1466,176542.0
1467,175207.0
1468,168125.0
1469,181227.0
1470,124670.0
1471,196120.0
1472,96261.0
1473,96763.0
1474,153295.0
1475,124046.0
1476,382988.0
1477,254522.0
1478,288401.0
1479,269698.0
1480,504673.0
1481,322828.0
1482,211031.0
1483,173212.0
1484,169119.0
1485,176047.0
1486,192966.0
1487,345228.0
1488,234803.0
1489,204932.0
1490,224990.0
1491,192233.0
1492,95323.0
1493,181746.0
1494,290046.0
1495,287655.0
1496,239849.0
1497,181699.0
1498,167127.0
1499,159340.0
1500,155806.0
1501,172749.0
1502,150682.0
1503,305513.0
1504,240475.0
1505,224202.0
1506,182643.0
1507,243887.0
1508,198968.0
1509,163657.0
1510,146501.0
1511,151742.0
1512,172434.0
1513,136579.0
1514,153876.0
1515,189461.0
1516,156488.0
1517,159498.0
1518,130771.0
1519,225202.0
1520,134550.0
1521,137887.0
1522,168140.0
1523,113069.0
1524,122636.0
1525,126486.0
1526,116943.0
1527,103378.0
1528,128953.0
1529,150962.0
1530,179107.0
1531,114343.0
1532,95877.0
1533,147987.0
1534,111158.0
1535,147242.0
1536,109622.0
1537,71235.0
1538,155540.0
1539,200167.0
1540,94945.0
1541,143198.0
1542,138367.0
1543,207734.0
1544,84374.0
1545,106729.0
1546,131511.0
1547,141649.0
1548,134538.0
1549,118469.0
1550,141298.0
1551,110908.0
1552,138900.0
1553,153820.0
1554,115352.0
1555,162192.0
1556,83304.0
1557,111493.0
1558,92738.0
1559,71368.0
1560,137715.0
1561,132668.0
1562,131578.0
1563,123668.0
1564,156567.0
1565,149905.0
1566,231266.0
1567,76048.0
1568,231376.0
1569,131561.0
1570,133439.0
1571,122746.0
1572,143623.0
1573,244441.0
1574,117526.0
1575,230378.0
1576,234384.0
1577,197324.0
1578,139164.0
1579,145036.0
1580,191267.0
1581,152499.0
1582,128776.0
1583,322344.0
1584,225307.0
1585,141034.0
1586,72409.0
1587,103092.0
1588,153335.0
1589,98926.0
1590,130422.0
1591,96784.0
1592,111921.0
1593,123282.0
1594,120283.0
1595,111141.0
1596,227100.0
1597,187310.0
1598,211480.0
1599,178033.0
1600,175743.0
1601,66882.0
1602,116827.0
1603,73517.0
1604,272297.0
1605,241957.0
1606,167475.0
1607,165219.0
1608,214551.0
1609,190934.0
1610,157551.0
1611,141916.0
1612,170238.0
1613,164289.0
1614,119126.0
1615,85166.0
1616,74899.0
1617,86837.0
1618,129522.0
1619,142103.0
1620,167698.0
1621,137789.0
1622,143724.0
1623,288027.0
1624,216437.0
1625,119465.0
1626,164614.0
1627,188315.0
1628,270948.0
1629,176711.0
1630,361900.0
1631,217692.0
1632,243695.0
1633,167825.0
1634,185972.0
1635,177332.0
1636,157094.0
1637,188695.0
1638,194728.0
1639,178230.0
1640,256366.0
1641,175333.0
1642,231107.0
1643,224521.0
1644,230196.0
1645,201421.0
1646,159602.0
1647,155728.0
1648,131544.0
1649,140112.0
1650,117165.0
1651,123203.0
1652,96752.0
1653,97361.0
1654,151750.0
1655,147981.0
1656,146508.0
1657,150347.0
1658,150630.0
1659,131033.0
1660,150523.0
1661,448790.0
1662,394521.0
1663,390708.0
1664,461663.0
1665,307455.0
1666,329179.0
1667,361730.0
1668,324785.0
1669,297535.0
1670,354564.0
1671,260305.0
1672,474688.0
1673,306919.0
1674,252736.0
1675,189933.0
1676,191986.0
1677,218244.0
1678,467354.0
1679,390424.0
1680,328190.0
1681,245338.0
1682,306289.0
1683,177987.0
1684,174684.0
1685,172565.0
1686,169037.0
1687,165991.0
1688,188570.0
1689,190760.0
1690,189485.0
1691,177611.0
1692,259831.0
1693,168338.0
1694,181416.0
1695,168767.0
1696,277939.0
1697,172549.0
1698,365107.0
1699,325301.0
1700,250610.0
1701,261303.0
1702,248810.0
1703,248120.0
1704,290387.0
1705,232643.0
1706,368048.0
1707,214488.0
1708,203605.0
1709,276368.0
1710,228254.0
1711,256375.0
1712,254641.0
1713,267935.0
1714,219704.0
1715,206296.0
1716,185316.0
1717,173977.0
1718,134020.0
1719,199112.0
1720,241452.0
1721,163479.0
1722,123703.0
1723,151662.0
1724,210423.0
1725,236858.0
1726,189874.0
1727,158951.0
1728,172321.0
1729,166676.0
1730,156895.0
1731,122524.0
1732,131437.0
1733,116280.0
1734,122564.0
1735,128195.0
1736,115626.0
1737,323488.0
1738,224465.0
1739,265791.0
1740,223729.0
1741,194842.0
1742,170602.0
1743,176076.0
1744,305915.0
1745,215877.0
1746,191554.0
1747,222398.0
1748,229689.0
1749,151706.0
1750,130387.0
1751,236623.0
1752,120786.0
1753,139926.0
1754,197152.0
1755,166528.0
1756,127818.0
1757,122425.0
1758,145997.0
1759,164284.0
1760,162828.0
1761,143032.0
1762,176813.0
1763,166271.0
1764,118143.0
1765,150961.0
1766,180079.0
1767,216891.0
1768,144689.0
1769,168192.0
1770,146625.0
1771,129190.0
1772,136164.0
1773,130300.0
1774,133847.0
1775,140533.0
1776,127362.0
1777,109707.0
1778,140354.0
1779,119607.0
1780,167681.0
1781,129676.0
1782,93864.0
1783,141452.0
1784,106572.0
1785,119720.0
1786,148865.0
1787,164931.0
1788,61799.0
1789,102931.0
1790,80802.0
1791,189013.0
1792,154246.0
1793,129682.0
1794,149432.0
1795,135727.0
1796,127850.0
1797,113181.0
1798,124785.0
1799,116775.0
1800,135011.0
1801,125414.0
1802,132365.0
1803,146446.0
1804,143367.0
1805,136431.0
1806,116263.0
1807,129861.0
1808,118826.0
1809,121373.0
1810,144757.0
1811,98620.0
1812,103620.0
1813,120099.0
1814,96660.0
1815,60795.0
1816,98314.0
1817,113199.0
1818,143419.0
1819,123660.0
1820,54336.0
1821,112220.0
1822,149627.0
1823,42716.0
1824,134418.0
1825,134597.0
1826,105954.0
1827,100812.0
1828,135351.0
1829,113397.0
1830,141197.0
1831,150808.0
1832,84142.0
1833,140243.0
1834,126326.0
1835,133485.0
1836,124657.0
1837,91425.0
1838,123333.0
1839,92518.0
1840,159593.0
1841,141662.0
1842,83227.0
1843,136500.0
1844,142943.0
1845,136666.0
1846,153859.0
1847,163842.0
1848,56225.0
1849,104618.0
1850,121448.0
1851,152617.0
1852,129311.0
1853,131813.0
1854,166887.0
1855,143934.0
1856,220219.0
1857,142828.0
1858,137825.0
1859,117847.0
1860,152085.0
1861,117428.0
1862,299608.0
1863,288616.0
1864,288622.0
1865,329634.0
1866,328960.0
1867,238337.0
1868,294572.0
1869,202841.0
1870,232159.0
1871,251930.0
1872,173274.0
1873,233308.0
1874,147834.0
1875,201835.0
1876,193987.0
1877,212903.0
1878,202195.0
1879,130821.0
1880,132857.0
1881,251596.0
1882,250851.0
1883,186899.0
1884,205484.0
1885,243184.0
1886,292294.0
1887,207461.0
1888,277502.0
1889,162448.0
1890,128414.0
1891,133403.0
1892,104083.0
1893,130751.0
1894,125882.0
1895,138342.0
1896,125202.0
1897,117511.0
1898,109951.0
1899,151864.0
1900,145313.0
1901,172609.0
1902,144698.0
1903,217457.0
1904,139091.0
1905,192437.0
1906,146830.0
1907,205010.0
1908,112041.0
1909,138135.0
1910,124414.0
1911,219316.0
1912,305043.0
1913,142046.0
1914,50924.0
1915,326380.0
1916,68132.0
1917,258238.0
1918,138560.0
1919,165237.0
1920,148144.0
1921,406607.0
1922,320974.0
1923,211965.0
1924,235286.0
1925,205471.0
1926,389334.0
1927,137222.0
1928,147947.0
1929,124855.0
1930,132776.0
1931,143788.0
1932,138343.0
1933,184624.0
1934,179371.0
1935,174356.0
1936,189229.0
1937,181225.0
1938,167509.0
1939,250445.0
1940,187320.0
1941,170280.0
1942,182214.0
1943,207886.0
1944,342834.0
1945,386738.0
1946,142690.0
1947,287078.0
1948,164683.0
1949,245785.0
1950,179515.0
1951,250775.0
1952,212927.0
1953,166021.0
1954,186710.0
1955,133512.0
1956,304620.0
1957,153628.0
1958,305094.0
1959,141039.0
1960,116413.0
1961,122476.0
1962,96569.0
1963,102719.0
1964,108150.0
1965,149040.0
1966,142708.0
1967,290728.0
1968,437184.0
1969,390061.0
1970,431049.0
1971,463451.0
1972,379440.0
1973,264256.0
1974,316547.0
1975,458973.0
1976,279108.0
1977,364561.0
1978,359371.0
1979,327100.0
1980,203364.0
1981,355294.0
1982,224845.0
1983,210811.0
1984,165838.0
1985,220613.0
1986,211811.0
1987,182738.0
1988,176055.0
1989,187595.0
1990,215408.0
1991,242094.0
1992,210147.0
1993,168257.0
1994,232013.0
1995,184020.0
1996,254855.0
1997,309157.0
1998,339695.0
1999,266480.0
2000,315088.0
2001,266622.0
2002,239277.0
2003,260289.0
2004,273212.0
2005,215835.0
2006,228762.0
2007,248626.0
2008,223589.0
2009,195044.0
2010,191734.0
2011,134688.0
2012,175928.0
2013,180710.0
2014,184756.0
2015,200300.0
2016,193417.0
2017,195659.0
2018,122341.0
2019,133245.0
2020,108813.0
2021,108788.0
2022,178551.0
2023,143738.0
2024,255151.0
2025,346202.0
2026,179381.0
2027,156403.0
2028,151270.0
2029,168830.0
2030,268142.0
2031,232520.0
2032,250903.0
2033,260557.0
2034,163544.0
2035,212704.0
2036,191356.0
2037,201090.0
2038,295725.0
2039,226478.0
2040,297917.0
2041,276304.0
2042,199949.0
2043,171370.0
2044,160558.0
2045,211842.0
2046,145928.0
2047,145713.0
2048,138050.0
2049,136989.0
2050,178877.0
2051,107104.0
2052,129867.0
2053,146356.0
2054,87804.0
2055,155954.0
2056,136161.0
2057,118350.0
2058,218658.0
2059,134511.0
2060,173967.0
2061,175919.0
2062,134279.0
2063,119875.0
2064,139019.0
2065,116918.0
2066,165538.0
2067,112862.0
2068,134073.0
2069,84765.0
2070,113480.0
2071,95166.0
2072,134924.0
2073,136535.0
2074,178493.0
2075,142384.0
2076,123314.0
2077,157902.0
2078,129533.0
2079,130209.0
2080,119120.0
2081,124810.0
2082,125770.0
2083,145151.0
2084,113008.0
2085,122984.0
2086,114864.0
2087,115668.0
2088,97625.0
2089,81690.0
2090,130108.0
2091,115296.0
2092,121840.0
2093,124690.0
2094,112238.0
2095,153118.0
2096,81415.0
2097,98610.0
2098,144554.0
2099,58537.0
2100,81737.0
2101,114578.0
2102,124504.0
2103,105124.0
2104,129997.0
2105,129999.0
2106,72099.0
2107,198335.0
2108,117607.0
2109,112592.0
2110,126049.0
2111,141065.0
2112,141850.0
2113,121497.0
2114,110950.0
2115,157490.0
2116,115180.0
2117,148280.0
2118,125737.0
2119,109112.0
2120,113097.0
2121,89013.0
2122,106667.0
2123,86759.0
2124,164215.0
2125,127237.0
2126,150779.0
2127,169312.0
2128,122343.0
2129,93881.0
2130,141771.0
2131,147817.0
2132,114647.0
2133,117797.0
2134,121553.0
2135,99573.0
2136,80015.0
2137,111973.0
2138,133703.0
2139,149208.0
2140,141332.0
2141,148958.0
2142,133035.0
2143,143169.0
2144,115059.0
2145,139143.0
2146,164121.0
2147,144980.0
2148,130744.0
2149,141884.0
2150,221994.0
2151,115872.0
2152,151749.0
2153,164835.0
2154,104825.0
2155,134205.0
2156,265321.0
2157,232978.0
2158,239389.0
2159,211783.0
2160,174496.0
2161,244766.0
2162,386166.0
2163,346439.0
2164,250066.0
2165,194822.0
2166,152126.0
2167,220664.0
2168,203219.0
2169,196138.0
2170,213578.0
2171,148130.0
2172,134098.0
2173,161664.0
2174,230714.0
2175,304221.0
2176,316044.0
2177,248810.0
2178,206384.0
2179,141109.0
2180,203141.0
2181,189945.0
2182,222157.0
2183,190191.0
2184,125221.0
2185,120370.0
2186,141615.0
2187,154218.0
2188,151078.0
2189,224159.0
2190,85678.0
2191,84123.0
2192,93568.0
2193,104377.0
2194,104584.0
2195,116332.0
2196,106365.0
2197,112231.0
2198,159118.0
2199,178723.0
2200,145299.0
2201,136371.0
2202,207191.0
2203,142415.0
2204,179651.0
2205,115621.0
2206,142381.0
2207,221030.0
2208,255032.0
2209,223953.0
2210,121266.0
2211,107985.0
2212,113852.0
2213,105687.0
2214,125785.0
2215,101710.0
2216,150411.0
2217,61286.0
2218,69789.0
2219,62233.0
2220,60238.0
2221,329199.0
2222,268184.0
2223,293910.0
2224,210896.0
2225,120263.0
2226,185857.0
2227,202635.0
2228,264324.0
2229,239105.0
2230,157658.0
2231,212831.0
2232,179551.0
2233,181449.0
2234,240644.0
2235,218189.0
2236,260719.0
2237,345299.0
2238,199974.0
2239,102468.0
2240,157644.0
2241,156121.0
2242,123926.0
2243,126224.0
2244,99048.0
2245,97837.0
2246,143228.0
2247,100520.0
2248,127425.0
2249,125710.0
2250,134837.0
2251,106412.0
2252,169749.0
2253,153509.0
2254,177089.0
2255,187433.0
2256,180087.0
2257,210415.0
2258,165175.0
2259,176572.0
2260,149853.0
2261,186491.0
2262,213531.0
2263,368679.0
2264,476908.0
2265,160199.0
2266,300728.0
2267,373342.0
2268,418764.0
2269,148561.0
2270,191983.0
2271,220282.0
2272,192974.0
2273,164787.0
2274,174277.0
2275,161321.0
2276,191169.0
2277,180811.0
2278,149196.0
2279,126233.0
2280,117924.0
2281,171512.0
2282,188443.0
2283,100848.0
2284,109994.0
2285,144524.0
2286,125024.0
2287,350834.0
2288,278129.0
2289,385158.0
2290,464957.0
2291,323697.0
2292,444059.0
2293,480284.0
2294,411025.0
2295,477863.0
2296,275479.0
2297,312693.0
2298,328051.0
2299,381609.0
2300,333296.0
2301,283081.0
2302,248990.0
2303,241671.0
2304,243832.0
2305,189195.0
2306,187497.0
2307,192512.0
2308,229211.0
2309,273601.0
2310,218466.0
2311,194067.0
2312,174489.0
2313,174212.0
2314,176321.0
2315,177844.0
2316,185319.0
2317,182431.0
2318,177538.0
2319,180572.0
2320,191566.0
2321,238226.0
2322,174146.0
2323,183433.0
2324,169705.0
2325,212186.0
2326,166772.0
2327,210837.0
2328,227118.0
2329,186880.0
2330,180430.0
2331,362038.0
2332,384772.0
2333,318644.0
2334,254124.0
2335,271975.0
2336,325612.0
2337,202314.0
2338,276104.0
2339,217203.0
2340,396567.0
2341,211494.0
2342,230683.0
2343,223946.0
2344,221701.0
2345,235374.0
2346,213322.0
2347,198045.0
2348,234859.0
2349,173226.0
2350,285420.0
2351,254663.0
2352,251661.0
2353,247987.0
2354,132022.0
2355,146022.0
2356,148609.0
2357,192316.0
2358,195878.0
2359,127598.0
2360,118374.0
2361,145601.0
2362,269309.0
2363,131482.0
2364,153899.0
2365,217282.0
2366,192758.0
2367,224590.0
2368,213992.0
2369,218546.0
2370,171513.0
2371,167494.0
2372,188706.0
2373,273083.0
2374,320618.0
2375,257308.0
2376,284893.0
2377,353374.0
2378,146623.0
2379,195417.0
2380,143629.0
2381,163089.0
2382,200720.0
2383,206749.0
2384,240743.0
2385,158032.0
2386,136814.0
2387,138590.0
2388,99155.0
2389,127241.0
2390,150116.0
2391,145600.0
2392,117151.0
2393,166276.0
2394,141244.0
2395,206530.0
2396,143368.0
2397,215737.0
2398,127879.0
2399,66439.0
2400,60262.0
2401,118788.0
2402,139560.0
2403,136603.0
2404,148817.0
2405,158314.0
2406,141665.0
2407,125247.0
2408,144373.0
2409,126035.0
2410,163681.0
2411,119316.0
2412,151716.0
2413,134286.0
2414,142736.0
2415,131549.0
2416,128068.0
2417,134110.0
2418,130640.0
2419,127999.0
2420,125752.0
2421,150655.0
2422,112681.0
2423,114909.0
2424,154596.0
2425,185361.0
2426,127724.0
2427,134400.0
2428,170262.0
2429,114873.0
2430,132576.0
2431,112482.0
2432,145899.0
2433,148387.0
2434,138081.0
2435,148958.0
2436,108260.0
2437,110451.0
2438,126425.0
2439,108108.0
2440,121766.0
2441,93327.0
2442,95103.0
2443,117577.0
2444,129820.0
2445,86521.0
2446,132459.0
2447,177461.0
2448,138298.0
2449,109458.0
2450,142492.0
2451,124111.0
2452,195033.0
2453,93145.0
2454,120644.0
2455,117416.0
2456,129330.0
2457,128375.0
2458,120082.0
2459,112708.0
