Id,SalePrice
1461,126478.49
1462,158733.1
1463,187086.62
1464,197672.22
1465,186281.73
1466,176929.33
1467,179060.84
1468,166917.22
1469,175677.22
1470,127868.125
1471,193011.03
1472,97363.625
1473,97105.28
1474,154155.31
1475,118223.95
1476,398050.75
1477,253864.58
1478,280613.62
1479,293475.94
1480,518688.38
1481,323294.0
1482,214990.25
1483,172634.73
1484,168708.03
1485,174767.17
1486,193324.03
1487,358270.78
1488,238892.52
1489,205496.61
1490,228298.75
1491,195272.97
1492,97617.73
1493,186398.48
1494,287803.72
1495,291884.4
1496,247823.52
1497,179736.98
1498,166372.6
1499,161900.56
1500,156716.9
1501,171788.77
1502,151076.97
1503,320623.38
1504,245183.55
1505,223698.23
1506,186449.33
1507,251761.7
1508,199265.34
1509,163557.52
1510,144629.88
1511,145040.25
1512,174166.86
1513,130852.25
1514,150002.25
1515,186473.69
1516,157741.48
1517,163719.97
1518,133176.4
1519,236133.66
1520,134677.27
1521,139215.0
1522,170789.69
1523,111670.75
1524,124513.94
1525,127497.46
1526,115038.02
1527,103548.79
1528,130553.47
1529,151883.5
1530,173474.11
1531,115767.805
1532,94705.52
1533,149895.14
1534,114813.234
1535,148808.1
1536,106392.88
1537,67669.75
1538,149847.55
1539,195186.2
1540,95162.63
1541,145595.56
1542,133592.38
1543,210658.11
1544,86875.016
1545,107159.05
1546,132345.6
1547,146726.56
1548,136186.19
1549,117606.586
1550,143284.47
1551,111510.48
1552,143520.66
1553,162448.06
1554,115614.01
1555,161179.89
1556,79981.89
1557,111912.98
1558,93092.16
1559,70894.164
1560,137818.72
1561,140687.67
1562,133809.52
1563,124461.11
1564,155564.22
1565,151903.5
1566,226153.88
1567,76032.516
1568,225136.66
1569,128636.6
1570,137889.58
1571,123858.766
1572,142521.02
1573,256349.75
1574,118042.23
1575,237685.14
1576,243486.03
1577,199918.8
1578,135132.19
1579,145232.23
1580,197291.98
1581,152192.06
1582,129394.4
1583,326644.16
1584,218387.94
1585,141760.0
1586,71144.83
1587,101551.98
1588,155032.98
1589,98665.7
1590,126155.766
1591,91957.336
1592,117428.28
1593,125219.266
1594,115270.18
1595,107237.555
1596,213999.38
1597,187093.94
1598,212098.64
1599,176866.56
1600,177084.8
1601,60188.215
1602,123102.4
1603,71876.52
1604,269074.53
1605,244470.25
1606,167205.75
1607,163741.98
1608,214978.16
1609,189832.84
1610,157624.64
1611,141181.34
1612,171431.17
1613,165961.36
1614,118343.64
1615,83195.45
1616,70518.78
1617,86151.12
1618,126279.14
1619,148005.47
1620,180783.22
1621,139864.81
1622,141829.23
1623,305224.62
1624,213557.17
1625,116755.484
1626,160253.22
1627,189359.47
1628,267908.22
1629,175714.75
1630,352693.1
1631,218415.64
1632,232890.6
1633,164548.64
1634,188119.67
1635,176801.14
1636,159306.03
1637,187110.0
1638,195138.56
1639,173827.67
1640,264061.25
1641,171316.27
1642,229106.4
1643,224934.92
1644,233602.17
1645,200555.84
1646,161120.4
1647,151610.28
1648,129590.625
1649,140819.62
1650,116303.41
